Security,NDDUUS Index,MXUS Index,SPBDUB3T Index
2/27/2004,2426.321,1074.31,185.193
3/1/2004,2448.801,1084.23,185.204
3/2/2004,2434.445,1077.86,185.208
3/3/2004,2438.908,1079.62,185.213
3/4/2004,2446.803,1083.1,185.219
3/5/2004,2451.234,1085.05,185.226
3/8/2004,2430.707,1075.92,185.24
3/9/2004,2416.677,1069.69,185.244
3/10/2004,2381.774,1054.17,185.249
3/11/2004,2346.554,1038.36,185.255
3/12/2004,2375.913,1051.35,185.26
3/15/2004,2341.903,1036.28,185.274
3/16/2004,2355.271,1042.2,185.28
3/17/2004,2382.55,1054.22,185.289
3/18/2004,2379.171,1052.71,185.295
3/19/2004,2352.259,1040.8,185.299
3/22/2004,2321.746,1027.29,185.312
3/23/2004,2318.653,1025.84,185.317
3/24/2004,2312.825,1023.25,185.322
3/25/2004,2350.886,1040.09,185.326
3/26/2004,2347.913,1038.94,185.33
3/29/2004,2378.873,1052.42,185.342
3/30/2004,2388.504,1056.66,185.347
3/31/2004,2386.849,1055.86,185.355
4/1/2004,2400.207,1061.77,185.361
4/2/2004,2420.256,1070.58,185.365
4/5/2004,2438.927,1078.84,185.381
4/6/2004,2432.97,1075.95,185.386
4/7/2004,2416.785,1068.77,185.391
4/8/2004,2414.632,1067.81,185.398
4/9/2004,2414.632,1067.81,
4/12/2004,2426.843,1073.19,185.417
4/13/2004,2393.518,1058.42,185.42
4/14/2004,2390.754,1057.19,185.424
4/15/2004,2392.526,1057.97,185.43
4/16/2004,2404.059,1063.07,185.438
4/19/2004,2407.88,1064.76,185.451
4/20/2004,2370.122,1048.06,185.453
4/21/2004,2383.424,1053.89,185.457
4/22/2004,2417.464,1068.91,185.468
4/23/2004,2418.467,1069.35,185.47
4/26/2004,2408.866,1065.1,185.486
4/27/2004,2414.235,1067.48,185.492
4/28/2004,2380.93,1052.63,185.5
4/29/2004,2363.206,1044.57,185.507
4/30/2004,2349.395,1038.46,185.513
5/3/2004,2371.303,1048.14,185.524
5/4/2004,2375.704,1050.08,185.526
5/5/2004,2380.138,1051.93,185.534
5/6/2004,2364.43,1044.91,185.538
5/7/2004,2332.409,1030.76,185.536
5/10/2004,2307.086,1019.54,185.552
5/11/2004,2325.49,1027.51,185.561
5/12/2004,2329.413,1029,185.57
5/13/2004,2327.756,1028.24,185.577
5/14/2004,2325.371,1027.11,185.583
5/17/2004,2300.626,1016.11,185.592
5/18/2004,2316.766,1023.22,185.597
5/19/2004,2311.182,1020.65,185.602
5/20/2004,2312.866,1021.38,185.609
5/21/2004,2322.127,1025.46,185.613
5/24/2004,2326.242,1027.27,185.624
5/25/2004,2363.738,1043.83,185.626
5/26/2004,2368.153,1045.67,185.63
5/27/2004,2381.241,1051.38,185.635
5/28/2004,2379.51,1050.6,185.638
5/31/2004,2379.51,1050.6,
6/1/2004,2380.672,1051.11,185.651
6/2/2004,2388.884,1054.49,185.656
6/3/2004,2370.365,1046.3,185.66
6/4/2004,2382.804,1051.78,185.661
6/7/2004,2420.771,1068.52,185.674
6/8/2004,2423.982,1069.87,185.674
6/9/2004,2401.011,1059.53,185.68
6/10/2004,2411.989,1064.34,185.683
6/11/2004,2411.321,1064.34,185.683
6/14/2004,2387.779,1053.76,185.7
6/15/2004,2402.909,1060.28,185.716
6/16/2004,2406.703,1061.94,185.726
6/17/2004,2403.368,1060.46,185.734
6/18/2004,2409.52,1063.17,185.738
6/21/2004,2399.139,1058.59,185.754
6/22/2004,2408.233,1062.58,185.755
6/23/2004,2429.111,1071.78,185.758
6/24/2004,2422.272,1068.61,185.758
6/25/2004,2408.538,1062.55,185.762
6/28/2004,2406.86,1061.68,185.778
6/29/2004,2413.028,1064.38,185.783
6/30/2004,2423.393,1068.88,185.793
7/1/2004,2398.105,1057.63,185.817
7/2/2004,2390.881,1054.42,185.812
7/5/2004,2390.881,1054.42,
7/6/2004,2370.949,1045.63,185.835
7/7/2004,2376.289,1047.79,185.848
7/8/2004,2356.632,1039.08,185.858
7/9/2004,2365.061,1042.76,185.862
7/12/2004,2367.477,1043.79,185.876
7/13/2004,2369.347,1044.57,185.879
7/14/2004,2361.332,1041.05,185.888
7/15/2004,2351.529,1036.71,185.896
7/16/2004,2340.717,1031.93,185.903
7/19/2004,2339.675,1031.47,185.922
7/20/2004,2356.121,1038.72,185.922
7/21/2004,2323.9,1024.45,185.929
7/22/2004,2330.447,1027.34,185.938
7/23/2004,2307.289,1017.12,185.941
7/26/2004,2301.63,1014.63,185.95
7/27/2004,2323.99,1024.48,185.948
7/28/2004,2325.178,1024.89,185.956
7/29/2004,2336.825,1029.8,185.967
7/30/2004,2340.002,1031.19,185.975
8/2/2004,2350.713,1035.91,185.991
8/3/2004,2336.351,1029.58,185.997
8/4/2004,2334.068,1028.44,186.006
8/5/2004,2296.789,1011.99,186.014
8/6/2004,2261.501,996.4,186.019
8/9/2004,2264.183,997.56,186.034
8/10/2004,2293.46,1010.45,186.039
8/11/2004,2287.475,1007.41,186.052
8/12/2004,2260.212,995.39,186.062
8/13/2004,2263.517,996.75,186.071
8/16/2004,2293.962,1010.14,186.086
8/17/2004,2300.105,1012.78,186.095
8/18/2004,2329.438,1025.58,186.104
8/19/2004,2320.564,1021.66,186.115
8/20/2004,2336.777,1028.8,186.119
8/23/2004,2330.842,1026.12,186.144
8/24/2004,2332.219,1026.72,186.149
8/25/2004,2350.723,1034.82,186.157
8/26/2004,2351.314,1035.08,186.162
8/27/2004,2357.732,1037.82,186.182
8/30/2004,2339.318,1029.64,186.187
8/31/2004,2350.744,1034.65,186.194
9/1/2004,2355.713,1036.6,186.203
9/2/2004,2381.483,1047.94,186.208
9/3/2004,2371.345,1043.47,186.23
9/6/2004,2371.345,1043.47,
9/7/2004,2387.475,1050.54,186.235
9/8/2004,2377.255,1045.92,186.24
9/9/2004,2381.946,1047.98,186.245
9/10/2004,2393.449,1053.03,186.266
9/13/2004,2398.701,1055.14,186.276
9/14/2004,2403.46,1057.23,186.285
9/15/2004,2386.252,1049.63,186.291
9/16/2004,2393.529,1052.82,186.3
9/17/2004,2403.787,1057.32,186.318
9/20/2004,2391.261,1051.81,186.326
9/21/2004,2406.738,1058.61,186.335
9/22/2004,2373.719,1044.07,186.35
9/23/2004,2362.524,1038.99,186.361
9/24/2004,2366.066,1040.55,186.384
9/27/2004,2351.922,1034.32,186.392
9/28/2004,2365.501,1040.16,186.402
9/29/2004,2376.151,1044.77,186.414
9/30/2004,2375.506,1044.47,186.426
10/1/2004,2411.897,1060.47,186.451
10/4/2004,2420.213,1064.04,186.459
10/5/2004,2418.315,1063.2,186.472
10/6/2004,2434.626,1070.13,186.481
10/7/2004,2410.196,1059.34,186.491
10/8/2004,2392.595,1051.59,186.523
10/11/2004,2397.605,1053.79,186.523
10/12/2004,2392.384,1051.5,186.529
10/13/2004,2375.605,1044.04,186.536
10/14/2004,2353.736,1034.42,186.544
10/15/2004,2363.544,1038.73,186.565
10/18/2004,2376.3,1044.33,186.569
10/19/2004,2353.888,1034.48,186.574
10/20/2004,2355.033,1034.94,186.581
10/21/2004,2361.278,1037.65,186.588
10/22/2004,2337.802,1027.33,186.611
10/25/2004,2335.061,1026.13,186.611
10/26/2004,2369.315,1040.94,186.614
10/27/2004,2400.105,1054.61,186.622
10/28/2004,2404.893,1056.47,186.635
10/29/2004,2410.924,1059.11,186.659
11/1/2004,2411.722,1059.46,186.665
11/2/2004,2411.269,1059.26,186.671
11/3/2004,2439.11,1071.34,186.686
11/4/2004,2478.137,1088.45,186.689
11/5/2004,2487.269,1092.45,186.709
11/8/2004,2484.112,1090.99,186.712
11/9/2004,2482.794,1090.1,186.721
11/10/2004,2480.929,1089.13,186.742
11/11/2004,2503.495,1099.04,
11/12/2004,2527.512,1109.48,186.771
11/15/2004,2527.15,1109.24,186.78
11/16/2004,2509.965,1101.63,186.788
11/17/2004,2524.646,1107.99,186.804
11/18/2004,2528.427,1109.64,186.818
11/19/2004,2500.093,1097.18,186.84
11/22/2004,2514.806,1103.63,186.85
11/23/2004,2514.099,1103.3,186.862
11/24/2004,2524.856,1107.98,186.881
11/25/2004,2524.856,1107.98,
11/26/2004,2526.895,1108.78,186.907
11/29/2004,2518.901,1105.15,186.916
11/30/2004,2508.692,1100.66,186.924
12/1/2004,2546.557,1117.01,186.935
12/2/2004,2543.819,1115.81,186.946
12/3/2004,2545.695,1116.63,186.976
12/6/2004,2544.006,1115.84,186.984
12/7/2004,2515.369,1103.27,186.993
12/8/2004,2528.125,1108.69,187.004
12/9/2004,2541.947,1114.72,187.014
12/10/2004,2539.288,1113.55,187.044
12/13/2004,2561.207,1123.09,187.059
12/14/2004,2571.961,1127.8,187.074
12/15/2004,2578.492,1130.61,187.088
12/16/2004,2572.667,1128,187.108
12/17/2004,2554.432,1120,187.14
12/20/2004,2555.338,1120.38,187.147
12/21/2004,2579.303,1130.86,187.162
12/22/2004,2588.833,1134.75,187.183
12/23/2004,2590.383,1135.43,187.226
12/24/2004,2590.383,1135.43,
12/27/2004,2579.283,1130.56,187.229
12/28/2004,2598.057,1138.78,187.243
12/29/2004,2598.335,1138.76,187.27
12/30/2004,2598.801,1138.92,187.279
12/31/2004,2595.394,1137.43,
1/3/2005,2573.184,1127.69,187.291
1/4/2005,2543.416,1114.56,187.295
1/5/2005,2533.57,1110.17,187.308
1/6/2005,2542.686,1113.98,187.323
1/7/2005,2539.52,1112.58,187.351
1/10/2005,2548.643,1116.57,187.361
1/11/2005,2532.789,1109.57,187.375
1/12/2005,2543.694,1114.25,187.388
1/13/2005,2522.13,1104.81,187.394
1/14/2005,2537.672,1111.61,187.434
1/17/2005,2537.672,1111.61,
1/18/2005,2562.079,1122.29,187.452
1/19/2005,2537.676,1111.55,187.472
1/20/2005,2519.179,1103.44,187.489
1/21/2005,2503.137,1096.41,187.514
1/24/2005,2494.174,1092.48,187.524
1/25/2005,2503.249,1096.45,187.53
1/26/2005,2516.178,1102.09,187.53
1/27/2005,2516.384,1102.11,187.539
1/28/2005,2509.53,1099.06,187.571
1/31/2005,2530.407,1108.2,187.584
2/1/2005,2547.424,1115.65,187.592
2/2/2005,2555.831,1119.23,187.601
2/3/2005,2548.428,1115.73,187.622
2/4/2005,2577.691,1128.54,187.655
2/7/2005,2574.605,1127.16,187.66
2/8/2005,2576.775,1127.94,187.669
2/9/2005,2554.872,1118.14,187.679
2/10/2005,2565.453,1122.74,187.691
2/11/2005,2583.633,1130.54,187.721
2/14/2005,2586.032,1131.5,187.732
2/15/2005,2594.315,1135.06,187.743
2/16/2005,2594.762,1135.17,187.756
2/17/2005,2574.239,1126.16,187.766
2/18/2005,2576.232,1127.04,187.81
2/21/2005,2576.232,1127.04,
2/22/2005,2538.583,1110.56,187.817
2/23/2005,2552.804,1116.72,187.828
2/24/2005,2573.641,1125.57,187.838
2/25/2005,2598.502,1136.36,187.871
2/28/2005,2581.555,1128.94,187.878
3/1/2005,2595.932,1135.22,187.893
3/2/2005,2596.118,1135.02,187.908
3/3/2005,2596.279,1135.09,187.92
3/4/2005,2621.541,1146.13,187.958
3/7/2005,2629.229,1149.46,187.972
3/8/2005,2617.02,1144.05,187.985
3/9/2005,2590.241,1132.27,187.999
3/10/2005,2594.864,1134.26,188.013
3/11/2005,2576.257,1125.9,188.052
3/14/2005,2592.743,1133.08,188.063
3/15/2005,2573.595,1124.71,188.073
3/16/2005,2552.269,1115.33,188.087
3/17/2005,2556.606,1117.22,188.103
3/18/2005,2555.667,1116.81,188.139
3/21/2005,2544.095,1111.75,188.151
3/22/2005,2518.683,1100.63,188.163
3/23/2005,2519.892,1101.14,188.182
3/24/2005,2518.518,1100.54,188.237
3/25/2005,2518.518,1100.54,
3/28/2005,2524.646,1103.22,188.253
3/29/2005,2506.43,1095.07,188.266
3/30/2005,2540.957,1110.05,188.279
3/31/2005,2539.198,1109.27,188.298
4/1/2005,2522.668,1102.04,188.337
4/4/2005,2528.992,1104.71,188.355
4/5/2005,2540.323,1109.65,188.37
4/6/2005,2546.316,1112.09,188.388
4/7/2005,2562.159,1118.96,188.401
4/8/2005,2540.622,1109.56,188.441
4/11/2005,2540.32,1109.42,188.458
4/12/2005,2555.16,1115.85,188.47
4/13/2005,2525.321,1102.73,188.482
4/14/2005,2500.024,1091.68,188.496
4/15/2005,2460.131,1074.26,188.533
4/18/2005,2467.009,1077.26,188.539
4/19/2005,2482.289,1083.93,188.551
4/20/2005,2450.005,1069.78,188.576
4/21/2005,2497.579,1090.54,188.594
4/22/2005,2480.973,1083.28,188.623
4/25/2005,2502.236,1092.56,188.635
4/26/2005,2480.983,1083.28,188.646
4/27/2005,2491.078,1087.6,188.666
4/28/2005,2463.086,1075.12,188.687
4/29/2005,2492.421,1087.92,188.722
5/2/2005,2503.993,1092.97,188.74
5/3/2005,2502.243,1092.2,188.761
5/4/2005,2534.037,1105.92,188.787
5/5/2005,2527.903,1103.22,188.807
5/6/2005,2525.24,1102.01,188.835
5/9/2005,2541.357,1109.03,188.848
5/10/2005,2515.17,1097.58,188.866
5/11/2005,2526.038,1101.92,188.883
5/12/2005,2501.566,1091.2,188.894
5/13/2005,2490.708,1086.38,188.943
5/16/2005,2515.866,1097.26,188.96
5/17/2005,2533.785,1104.99,188.972
5/18/2005,2559.435,1116.03,188.983
5/19/2005,2571.8,1121.41,188.994
5/20/2005,2568.31,1119.89,189.029
5/23/2005,2578.241,1124.21,189.037
5/24/2005,2578.564,1124.35,189.045
5/25/2005,2569.411,1120.31,189.061
5/26/2005,2586.147,1127.52,189.072
5/27/2005,2588.905,1128.64,189.126
5/30/2005,2588.905,1128.64,
5/31/2005,2572.538,1121.5,189.137
6/1/2005,2596.254,1131.59,189.151
6/2/2005,2601.447,1133.85,189.163
6/3/2005,2584.134,1126.29,189.207
6/6/2005,2587.537,1127.73,189.219
6/7/2005,2586.972,1127.45,189.233
6/8/2005,2581.113,1124.76,189.246
6/9/2005,2595.003,1130.79,189.263
6/10/2005,2588.719,1128.05,189.306
6/13/2005,2595.172,1130.65,189.321
6/14/2005,2601.356,1133.34,189.339
6/15/2005,2606.973,1135.76,189.355
6/16/2005,2617.175,1140.2,189.379
6/17/2005,2629.575,1145.6,189.416
6/20/2005,2628.276,1145.03,189.426
6/21/2005,2622.986,1142.72,189.439
6/22/2005,2623.442,1142.9,189.452
6/23/2005,2595.913,1130.74,189.466
6/24/2005,2576.556,1122.3,189.508
6/27/2005,2574.988,1121.62,189.516
6/28/2005,2599.054,1131.95,189.525
6/29/2005,2595.429,1130.31,189.539
6/30/2005,2577.785,1122.57,189.551
7/1/2005,2584.977,1125.61,189.608
7/4/2005,2584.977,1125.61,
7/5/2005,2607.44,1135.38,189.621
7/6/2005,2587.374,1126.46,189.643
7/7/2005,2593.888,1129.25,189.668
7/8/2005,2624.067,1142.39,189.712
7/11/2005,2640.444,1149.51,189.726
7/12/2005,2646.306,1152.02,189.74
7/13/2005,2648.117,1152.7,189.751
7/14/2005,2654.363,1155.42,189.766
7/15/2005,2658.07,1157.03,189.807
7/18/2005,2643.786,1150.81,189.82
7/19/2005,2662.592,1159,189.834
7/20/2005,2675.161,1164.39,189.851
7/21/2005,2656.802,1156.4,189.86
7/22/2005,2670.732,1162.44,189.904
7/25/2005,2659.831,1157.7,189.913
7/26/2005,2665.291,1160.08,189.924
7/27/2005,2677.534,1165.33,189.943
7/28/2005,2692.921,1171.79,189.961
7/29/2005,2673.728,1163.42,190.011
8/1/2005,2676.676,1164.7,190.02
8/2/2005,2695.124,1172.72,190.037
8/3/2005,2696.835,1173.31,190.055
8/4/2005,2676.972,1164.65,190.073
8/5/2005,2655.149,1155.13,190.117
8/8/2005,2646.441,1151.31,190.13
8/9/2005,2664.362,1159.08,190.15
8/10/2005,2660.212,1156.93,190.168
8/11/2005,2679.355,1165.15,190.189
8/12/2005,2664.225,1158.57,190.239
8/15/2005,2671.758,1161.74,190.255
8/16/2005,2641.242,1148.46,190.275
8/17/2005,2643.622,1149.29,190.294
8/18/2005,2640.667,1147.98,190.316
8/19/2005,2642.498,1148.7,190.363
8/22/2005,2646.976,1150.65,190.379
8/23/2005,2638.866,1147.11,190.397
8/24/2005,2622.371,1139.89,190.416
8/25/2005,2628.507,1142.55,190.435
8/26/2005,2612.574,1135.61,190.481
8/29/2005,2628.597,1142.47,190.49
8/30/2005,2620.408,1138.83,190.508
8/31/2005,2647.264,1150.25,190.532
9/1/2005,2649.245,1151.11,190.559
9/2/2005,2641.727,1147.81,190.611
9/5/2005,2641.727,1147.81,
9/6/2005,2674.436,1161.99,190.644
9/7/2005,2681.64,1165,190.665
9/8/2005,2671.397,1160.53,190.687
9/9/2005,2692.28,1169.6,190.737
9/12/2005,2691.579,1169.26,190.749
9/13/2005,2672.208,1160.63,190.772
9/14/2005,2662.762,1156.51,190.794
9/15/2005,2664.632,1157.29,190.81
9/16/2005,2686.233,1166.66,190.855
9/19/2005,2671.701,1160.35,190.871
9/20/2005,2651.559,1151.6,190.887
9/21/2005,2626.786,1140.81,190.938
9/22/2005,2636.333,1144.79,190.96
9/23/2005,2638.198,1145.6,191.004
9/26/2005,2639.746,1146.27,191.009
9/27/2005,2638.8,1145.85,191.035
9/28/2005,2641.013,1146.63,191.061
9/29/2005,2664.538,1156.81,191.066
9/30/2005,2669.011,1158.75,191.112
10/3/2005,2665.916,1157.4,191.115
10/4/2005,2639,1145.62,191.127
10/5/2005,2600.141,1128.48,191.151
10/6/2005,2588.95,1123.61,191.168
10/7/2005,2598.538,1127.76,191.234
10/10/2005,2580.027,1119.73,191.234
10/11/2005,2574.943,1117.47,191.244
10/12/2005,2557.769,1109.92,191.262
10/13/2005,2556.181,1109.21,191.271
10/14/2005,2577.652,1118.52,191.317
10/17/2005,2585.408,1121.88,191.333
10/18/2005,2558.965,1110.41,191.35
10/19/2005,2597.209,1126.93,191.369
10/20/2005,2559.166,1110.4,191.396
10/21/2005,2565.918,1113.33,191.449
10/24/2005,2609.017,1132.02,191.463
10/25/2005,2602.462,1129.18,191.475
10/26/2005,2590.363,1123.91,191.499
10/27/2005,2562.754,1111.85,191.518
10/28/2005,2604.796,1130.03,191.563
10/31/2005,2624.38,1138.51,191.579
11/1/2005,2615.753,1134.77,191.597
11/2/2005,2643.891,1146.88,191.615
11/3/2005,2656.785,1152.2,191.63
11/4/2005,2657.668,1152.58,191.687
11/7/2005,2663.565,1155.11,191.708
11/8/2005,2654.722,1150.89,191.723
11/9/2005,2658.817,1152.61,191.738
11/10/2005,2681.722,1162.45,191.757
11/11/2005,2690.287,1166.1,
11/14/2005,2688.77,1165.35,191.834
11/15/2005,2679.024,1161.05,191.854
11/16/2005,2684.564,1163.3,191.878
11/17/2005,2711.231,1174.84,191.901
11/18/2005,2723.168,1179.91,191.962
11/21/2005,2737.977,1186.32,191.985
11/22/2005,2752.4,1192.52,192.011
11/23/2005,2762.463,1196.84,192.029
11/24/2005,2762.463,1196.84,
11/25/2005,2768.502,1199.45,192.109
11/28/2005,2744.158,1188.8,192.132
11/29/2005,2744.52,1188.81,192.148
11/30/2005,2728.366,1181.54,192.17
12/1/2005,2762.137,1196.17,192.183
12/2/2005,2763.389,1196.71,192.242
12/5/2005,2756.041,1193.49,192.256
12/6/2005,2758.891,1194.71,192.277
12/7/2005,2745.366,1188.69,192.298
12/8/2005,2743.269,1187.71,192.341
12/9/2005,2750.793,1190.95,192.411
12/12/2005,2754.545,1192.55,192.434
12/13/2005,2770.22,1199.27,192.452
12/14/2005,2781.602,1204.15,192.477
12/15/2005,2777.584,1202.35,192.493
12/16/2005,2769.691,1198.92,192.553
12/19/2005,2751.895,1191.21,192.571
12/20/2005,2751.995,1191.24,192.591
12/21/2005,2758.862,1194.19,192.614
12/22/2005,2770.928,1199.21,192.643
12/23/2005,2772.384,1199.72,192.726
12/26/2005,2772.384,1199.72,
12/27/2005,2745.916,1188.27,192.748
12/28/2005,2750.139,1189.92,192.77
12/29/2005,2741.905,1186.31,192.78
12/30/2005,2728.812,1180.64,192.813
1/2/2006,2728.812,,
1/3/2006,2773.795,1200.1,192.821
1/4/2006,2785.153,1204.85,192.839
1/5/2006,2785.613,1205.04,192.859
1/6/2006,2813.226,1216.79,192.921
1/9/2006,2823.876,1221.39,192.94
1/10/2006,2823.749,1221.29,192.952
1/11/2006,2833.524,1225.4,192.969
1/12/2006,2814.932,1217.35,192.99
1/13/2006,2818.089,1218.71,193.052
1/16/2006,2818.089,1218.71,
1/17/2006,2807.612,1214.18,193.1
1/18/2006,2796.182,1209.15,193.128
1/19/2006,2811.961,1215.96,193.162
1/20/2006,2758.999,1193.05,193.218
1/23/2006,2764.964,1195.62,193.242
1/24/2006,2773.398,1199.27,193.249
1/25/2006,2767.095,1196.52,193.266
1/26/2006,2787.157,1205.17,193.29
1/27/2006,2808.02,1214.11,193.353
1/30/2006,2811.591,1215.63,193.375
1/31/2006,2802.461,1211.66,193.396
2/1/2006,2806.302,1213.23,193.418
2/2/2006,2780.94,1202.04,193.44
2/3/2006,2766.184,1195.6,193.508
2/6/2006,2768.817,1196.73,193.532
2/7/2006,2745.863,1186.78,193.55
2/8/2006,2769.388,1196.6,193.571
2/9/2006,2764.718,1194.54,193.594
2/10/2006,2771.662,1197.49,193.655
2/13/2006,2760.701,1192.64,193.677
2/14/2006,2788.019,1204.35,193.697
2/15/2006,2798.312,1208.6,193.719
2/16/2006,2819.452,1217.71,193.747
2/17/2006,2814.539,1215.58,193.838
2/20/2006,2814.539,1215.58,
2/21/2006,2805.428,1211.64,193.86
2/22/2006,2826.306,1220.58,193.884
2/23/2006,2817.164,1216.41,193.903
2/24/2006,2821.626,1218.22,193.969
2/27/2006,2832.745,1222.88,193.989
2/28/2006,2803.454,1210.23,194.011
3/1/2006,2827.12,1220.22,194.037
3/2/2006,2823.242,1218.54,194.065
3/3/2006,2819.112,1216.74,194.135
3/6/2006,2799.33,1208.17,194.16
3/7/2006,2793.149,1205.47,194.182
3/8/2006,2798.001,1207.33,194.208
3/9/2006,2783.538,1201.07,194.233
3/10/2006,2802.865,1209.41,194.297
3/13/2006,2808.875,1211.76,194.321
3/14/2006,2838.638,1224.59,194.346
3/15/2006,2851.237,1229.97,194.366
3/16/2006,2855.255,1231.68,194.392
3/17/2006,2860.368,1233.88,194.459
3/20/2006,2855.938,1231.97,194.477
3/21/2006,2838.269,1224.33,194.492
3/22/2006,2854.663,1231.39,194.515
3/23/2006,2848.413,1228.69,194.542
3/24/2006,2852.478,1230.44,194.616
3/27/2006,2849.001,1228.94,194.638
3/28/2006,2831.478,1221.38,194.658
3/29/2006,2854.03,1230.92,194.684
3/30/2006,2848.595,1228.55,194.713
3/31/2006,2838.248,1224.08,194.783
4/3/2006,2843.516,1226.34,194.808
4/4/2006,2860.661,1233.65,194.829
4/5/2006,2873.155,1238.96,194.856
4/6/2006,2867.98,1236.53,194.877
4/7/2006,2839.39,1224.19,194.951
4/10/2006,2841.214,1224.96,194.975
4/11/2006,2819.656,1215.5,195
4/12/2006,2822.525,1216.73,195.023
4/13/2006,2824.965,1217.78,195.053
4/14/2006,2824.965,1217.78,
4/17/2006,2816.675,1214.21,195.151
4/18/2006,2864.894,1234.99,195.176
4/19/2006,2870.718,1237.42,195.202
4/20/2006,2874.078,1238.85,195.227
4/21/2006,2872.48,1238.15,195.295
4/24/2006,2866.649,1235.63,195.319
4/25/2006,2853.522,1229.97,195.338
4/26/2006,2861.37,1233.26,195.36
4/27/2006,2872.606,1237.86,195.384
4/28/2006,2874.619,1238.71,195.461
5/1/2006,2862.559,1233.52,195.483
5/2/2006,2878.633,1240.44,195.506
5/3/2006,2867.865,1235.64,195.528
5/4/2006,2878.276,1240.1,195.558
5/5/2006,2908.789,1253.22,195.628
5/8/2006,2907.36,1252.52,195.65
5/9/2006,2908.139,1252.84,195.67
5/10/2006,2903.826,1250.61,195.697
5/11/2006,2867.297,1234.74,195.732
5/12/2006,2834.457,1220.54,195.805
5/15/2006,2841.076,1223.29,195.827
5/16/2006,2835.831,1221.02,195.857
5/17/2006,2788.426,1200.38,195.88
5/18/2006,2769.531,1192.25,195.906
5/19/2006,2780.736,1197.07,195.979
5/22/2006,2769.244,1192.12,196.006
5/23/2006,2756.659,1186.69,196.027
5/24/2006,2760.883,1188.48,196.052
5/25/2006,2792.78,1202.11,196.079
5/26/2006,2808.614,1208.82,196.15
5/29/2006,2808.614,1208.82,
5/30/2006,2764.617,1189.81,196.202
5/31/2006,2787.751,1199.47,196.224
6/1/2006,2822.962,1214.59,196.249
6/2/2006,2828.963,1217.17,196.328
6/5/2006,2778.059,1195.24,196.35
6/6/2006,2773.338,1193.17,196.373
6/7/2006,2755.681,1185.42,196.399
6/8/2006,2758.287,1186.49,196.426
6/9/2006,2746.721,1181.52,196.5
6/12/2006,2709.794,1165.61,196.523
6/13/2006,2681.565,1153.26,196.55
6/14/2006,2695.498,1159.22,196.579
6/15/2006,2754.865,1184.73,196.614
6/16/2006,2744.93,1180.45,196.682
6/19/2006,2719.049,1169.32,196.705
6/20/2006,2717.867,1168.8,196.735
6/21/2006,2746.464,1181.07,196.764
6/22/2006,2731.7,1174.54,196.798
6/23/2006,2731.41,1174.41,196.86
6/26/2006,2744.747,1180.14,196.876
6/27/2006,2719.497,1169.28,196.891
6/28/2006,2734.115,1175.39,196.922
6/29/2006,2794.311,1201.23,196.956
6/30/2006,2789.818,1199.29,197.037
7/3/2006,2812.536,1208.97,197.051
7/4/2006,2812.536,1208.97,
7/5/2006,2790.73,1199.5,197.114
7/6/2006,2797.711,1202.29,197.141
7/7/2006,2778.139,1193.88,197.213
7/10/2006,2780.91,1195.06,197.239
7/11/2006,2791.926,1199.74,197.259
7/12/2006,2761.323,1186.49,197.28
7/13/2006,2725.102,1170.9,197.309
7/14/2006,2710.302,1164.54,197.387
7/17/2006,2706.375,1162.86,197.409
7/18/2006,2711.132,1164.89,197.43
7/19/2006,2762.581,1186.91,197.461
7/20/2006,2736.858,1175.86,197.496
7/21/2006,2715.473,1166.66,197.573
7/24/2006,2761.161,1186.28,197.595
7/25/2006,2780.8,1194.71,197.615
7/26/2006,2779.516,1194.15,197.642
7/27/2006,2766.659,1188.53,197.665
7/28/2006,2801.231,1203.35,197.751
7/31/2006,2798.281,1202.08,197.771
8/1/2006,2784.679,1196.23,197.782
8/2/2006,2802.001,1203.55,197.812
8/3/2006,2806.777,1205.34,197.842
8/4/2006,2804.297,1204.27,197.927
8/7/2006,2796.701,1200.97,197.947
8/8/2006,2786.065,1196.34,197.975
8/9/2006,2773.68,1190.8,198.009
8/10/2006,2786.665,1196.22,198.037
8/11/2006,2774.951,1191.08,198.114
8/14/2006,2778.465,1192.54,198.135
8/15/2006,2817.806,1209.34,198.166
8/16/2006,2841.606,1219.35,198.196
8/17/2006,2846.155,1221.3,198.22
8/18/2006,2856.807,1225.85,198.3
8/21/2006,2845.719,1221.09,198.327
8/22/2006,2848.211,1222.16,198.353
8/23/2006,2834.82,1216.34,198.381
8/24/2006,2841.688,1219.27,198.409
8/25/2006,2839.785,1218.37,198.488
8/28/2006,2855.02,1224.9,198.514
8/29/2006,2861.45,1227.53,198.544
8/30/2006,2863.474,1228.03,198.574
8/31/2006,2863.813,1228.16,198.605
9/1/2006,2879.622,1234.92,198.688
9/4/2006,2879.622,1234.92,
9/5/2006,2885.333,1237.33,198.752
9/6/2006,2856.139,1224.67,198.787
9/7/2006,2842.872,1218.95,198.816
9/8/2006,2853.32,1223.43,198.903
9/11/2006,2854.156,1223.75,198.914
9/12/2006,2884.843,1236.89,198.95
9/13/2006,2896.713,1241.73,198.975
9/14/2006,2892.06,1239.7,198.995
9/15/2006,2899.681,1242.96,199.077
9/18/2006,2902.586,1244.2,199.109
9/19/2006,2895.872,1241.31,199.136
9/20/2006,2910.67,1247.63,199.166
